Value,Prefix,Suffix,Type,Status
M3TDT,M3,TDT,Call Sign - Amateur,Allocated
M3TDU,M3,TDU,Call Sign - Amateur,Reserved
M3TDV,M3,TDV,Call Sign - Amateur,Allocated
M3TDW,M3,TDW,Call Sign - Amateur,Allocated
M3TDX,M3,TDX,Call Sign - Amateur,Reserved
M3TDY,M3,TDY,Call Sign - Amateur,Reserved
M3TDZ,M3,TDZ,Call Sign - Amateur,Allocated
M3TEA,M3,TEA,Call Sign - Amateur,Allocated
M3TEB,M3,TEB,Call Sign - Amateur,Reserved
M3TEC,M3,TEC,Call Sign - Amateur,Allocated
M3TED,M3,TED,Call Sign - Amateur,Reserved
M3TEE,M3,TEE,Call Sign - Amateur,Allocated
M3TEF,M3,TEF,Call Sign - Amateur,Reserved
M3TEG,M3,TEG,Call Sign - Amateur,Allocated
M3TEH,M3,TEH,Call Sign - Amateur,Reserved
M3TEI,M3,TEI,Call Sign - Amateur,Allocated
M3TEJ,M3,TEJ,Call Sign - Amateur,Allocated
M3TEK,M3,TEK,Call Sign - Amateur,Reserved
M3TEL,M3,TEL,Call Sign - Amateur,Allocated
M3TEM,M3,TEM,Call Sign - Amateur,Allocated
M3TEN,M3,TEN,Call Sign - Amateur,Allocated
M3TEO,M3,TEO,Call Sign - Amateur,Allocated
M3TEP,M3,TEP,Call Sign - Amateur,Allocated
M3TEQ,M3,TEQ,Call Sign - Amateur,Allocated
M3TER,M3,TER,Call Sign - Amateur,Allocated
M3TES,M3,TES,Call Sign - Amateur,Reserved
M3TET,M3,TET,Call Sign - Amateur,Allocated
M3TEU,M3,TEU,Call Sign - Amateur,Allocated
M3TEV,M3,TEV,Call Sign - Amateur,Allocated
M3TEW,M3,TEW,Call Sign - Amateur,Reserved
M3TEX,M3,TEX,Call Sign - Amateur,Reserved
M3TEY,M3,TEY,Call Sign - Amateur,Allocated
M3TEZ,M3,TEZ,Call Sign - Amateur,Reserved
M3TFA,M3,TFA,Call Sign - Amateur,Allocated
M3TFB,M3,TFB,Call Sign - Amateur,Allocated
M3TFD,M3,TFD,Call Sign - Amateur,Reserved
M3TFE,M3,TFE,Call Sign - Amateur,Allocated
M3TFF,M3,TFF,Call Sign - Amateur,Allocated
M3TFG,M3,TFG,Call Sign - Amateur,Allocated
M3TFH,M3,TFH,Call Sign - Amateur,Reserved
M3TFI,M3,TFI,Call Sign - Amateur,Allocated
M3TFJ,M3,TFJ,Call Sign - Amateur,Reserved
M3TFK,M3,TFK,Call Sign - Amateur,Allocated
M3TFL,M3,TFL,Call Sign - Amateur,Reserved
M3TFM,M3,TFM,Call Sign - Amateur,Allocated
M3TFN,M3,TFN,Call Sign - Amateur,Reserved
M3TFO,M3,TFO,Call Sign - Amateur,Allocated
M3TFP,M3,TFP,Call Sign - Amateur,Allocated
M3TFQ,M3,TFQ,Call Sign - Amateur,Allocated
M3TFR,M3,TFR,Call Sign - Amateur,Reserved
M3TFS,M3,TFS,Call Sign - Amateur,Allocated
M3TFT,M3,TFT,Call Sign - Amateur,Reserved
M3TFU,M3,TFU,Call Sign - Amateur,Allocated
M3TFV,M3,TFV,Call Sign - Amateur,Reserved
M3TFW,M3,TFW,Call Sign - Amateur,Allocated
M3TFX,M3,TFX,Call Sign - Amateur,Allocated
M3TFY,M3,TFY,Call Sign - Amateur,Reserved
M3TFZ,M3,TFZ,Call Sign - Amateur,Allocated
M3TGA,M3,TGA,Call Sign - Amateur,Allocated
M3TGB,M3,TGB,Call Sign - Amateur,Reserved
M3TGC,M3,TGC,Call Sign - Amateur,Allocated
M3TGD,M3,TGD,Call Sign - Amateur,Allocated
M3TGE,M3,TGE,Call Sign - Amateur,Allocated
M3TGF,M3,TGF,Call Sign - Amateur,Allocated
M3TGG,M3,TGG,Call Sign - Amateur,Allocated
M3TGH,M3,TGH,Call Sign - Amateur,Allocated
M3TGI,M3,TGI,Call Sign - Amateur,Allocated
M3TGJ,M3,TGJ,Call Sign - Amateur,Allocated
M3TGK,M3,TGK,Call Sign - Amateur,Allocated
M3TGL,M3,TGL,Call Sign - Amateur,Allocated
M3TGM,M3,TGM,Call Sign - Amateur,Reserved
M3TGN,M3,TGN,Call Sign - Amateur,Allocated
M3TGO,M3,TGO,Call Sign - Amateur,Allocated
M3TGP,M3,TGP,Call Sign - Amateur,Allocated
M3TGQ,M3,TGQ,Call Sign - Amateur,Reserved
M3TGR,M3,TGR,Call Sign - Amateur,Reserved
M3TGS,M3,TGS,Call Sign - Amateur,Allocated
M3TGT,M3,TGT,Call Sign - Amateur,Allocated
M3TGU,M3,TGU,Call Sign - Amateur,Reserved
M3TGV,M3,TGV,Call Sign - Amateur,Reserved
M3TGW,M3,TGW,Call Sign - Amateur,Allocated
M3TGX,M3,TGX,Call Sign - Amateur,Allocated
M3TGY,M3,TGY,Call Sign - Amateur,Allocated
M3TGZ,M3,TGZ,Call Sign - Amateur,Allocated
M3THA,M3,THA,Call Sign - Amateur,Reserved
M3THB,M3,THB,Call Sign - Amateur,Reserved
M3THC,M3,THC,Call Sign - Amateur,Reserved
M3THD,M3,THD,Call Sign - Amateur,Reserved
M3THE,M3,THE,Call Sign - Amateur,Allocated
M3THF,M3,THF,Call Sign - Amateur,Reserved
M3THG,M3,THG,Call Sign - Amateur,Allocated
M3THH,M3,THH,Call Sign - Amateur,Reserved
M3THI,M3,THI,Call Sign - Amateur,Allocated
M3THJ,M3,THJ,Call Sign - Amateur,Allocated
M3THK,M3,THK,Call Sign - Amateur,Reserved
M3THL,M3,THL,Call Sign - Amateur,Allocated
M3THM,M3,THM,Call Sign - Amateur,Reserved
M3THN,M3,THN,Call Sign - Amateur,Allocated
M3THO,M3,THO,Call Sign - Amateur,Reserved
M3THP,M3,THP,Call Sign - Amateur,Reserved
M3THQ,M3,THQ,Call Sign - Amateur,Allocated
M3THR,M3,THR,Call Sign - Amateur,Reserved
M3THS,M3,THS,Call Sign - Amateur,Reserved
M3THT,M3,THT,Call Sign - Amateur,Allocated
M3THU,M3,THU,Call Sign - Amateur,Allocated
M3THV,M3,THV,Call Sign - Amateur,Reserved
M3THW,M3,THW,Call Sign - Amateur,Reserved
M3THX,M3,THX,Call Sign - Amateur,Reserved
M3THY,M3,THY,Call Sign - Amateur,Allocated
M3THZ,M3,THZ,Call Sign - Amateur,Allocated
M3TIA,M3,TIA,Call Sign - Amateur,Reserved
M3TIB,M3,TIB,Call Sign - Amateur,Reserved
M3TIC,M3,TIC,Call Sign - Amateur,Allocated
M3TID,M3,TID,Call Sign - Amateur,Allocated
M3TIE,M3,TIE,Call Sign - Amateur,Allocated
M3TIF,M3,TIF,Call Sign - Amateur,Allocated
M3TIG,M3,TIG,Call Sign - Amateur,Reserved
M3TIH,M3,TIH,Call Sign - Amateur,Allocated
M3TII,M3,TII,Call Sign - Amateur,Allocated
M3TIJ,M3,TIJ,Call Sign - Amateur,Allocated
M3TIK,M3,TIK,Call Sign - Amateur,Allocated
M3TIL,M3,TIL,Call Sign - Amateur,Allocated
M3TIM,M3,TIM,Call Sign - Amateur,Reserved
M3TIN,M3,TIN,Call Sign - Amateur,Reserved
M3TIO,M3,TIO,Call Sign - Amateur,Allocated
M3TIP,M3,TIP,Call Sign - Amateur,Allocated
M3TIQ,M3,TIQ,Call Sign - Amateur,Allocated
M3TIR,M3,TIR,Call Sign - Amateur,Allocated
M3TIS,M3,TIS,Call Sign - Amateur,Reserved
M3TIU,M3,TIU,Call Sign - Amateur,Reserved
M3TIV,M3,TIV,Call Sign - Amateur,Reserved
M3TIW,M3,TIW,Call Sign - Amateur,Allocated
M3TIX,M3,TIX,Call Sign - Amateur,Reserved
M3TIY,M3,TIY,Call Sign - Amateur,Allocated
M3TIZ,M3,TIZ,Call Sign - Amateur,Allocated
M3TJA,M3,TJA,Call Sign - Amateur,Allocated
M3TJB,M3,TJB,Call Sign - Amateur,Reserved
M3TJC,M3,TJC,Call Sign - Amateur,Reserved
M3TJD,M3,TJD,Call Sign - Amateur,Allocated
M3TJE,M3,TJE,Call Sign - Amateur,Reserved
M3TJF,M3,TJF,Call Sign - Amateur,Reserved
M3TJG,M3,TJG,Call Sign - Amateur,Allocated
M3TJH,M3,TJH,Call Sign - Amateur,Reserved
M3TJI,M3,TJI,Call Sign - Amateur,Allocated
M3TJJ,M3,TJJ,Call Sign - Amateur,Allocated
M3TJK,M3,TJK,Call Sign - Amateur,Allocated
M3TJL,M3,TJL,Call Sign - Amateur,Allocated
M3TJM,M3,TJM,Call Sign - Amateur,Allocated
M3TJN,M3,TJN,Call Sign - Amateur,Allocated
M3TJO,M3,TJO,Call Sign - Amateur,Allocated
M3TJP,M3,TJP,Call Sign - Amateur,Allocated
M3TJQ,M3,TJQ,Call Sign - Amateur,Allocated
M3TJR,M3,TJR,Call Sign - Amateur,Allocated
M3TJS,M3,TJS,Call Sign - Amateur,Reserved
M3TJT,M3,TJT,Call Sign - Amateur,Allocated
M3TJU,M3,TJU,Call Sign - Amateur,Allocated
M3TJV,M3,TJV,Call Sign - Amateur,Allocated
M3TJW,M3,TJW,Call Sign - Amateur,Reserved
M3TJX,M3,TJX,Call Sign - Amateur,Reserved
M3TJY,M3,TJY,Call Sign - Amateur,Allocated
M3TJZ,M3,TJZ,Call Sign - Amateur,Reserved
M3TKA,M3,TKA,Call Sign - Amateur,Allocated
M3TKB,M3,TKB,Call Sign - Amateur,Allocated
M3TKC,M3,TKC,Call Sign - Amateur,Allocated
M3TKD,M3,TKD,Call Sign - Amateur,Allocated
M3TKE,M3,TKE,Call Sign - Amateur,Allocated
M3TKF,M3,TKF,Call Sign - Amateur,Allocated
M3TKG,M3,TKG,Call Sign - Amateur,Reserved
M3TKH,M3,TKH,Call Sign - Amateur,Reserved
M3TKI,M3,TKI,Call Sign - Amateur,Allocated
M3TKJ,M3,TKJ,Call Sign - Amateur,Reserved
M3TKK,M3,TKK,Call Sign - Amateur,Allocated
M3TKL,M3,TKL,Call Sign - Amateur,Allocated
M3TKM,M3,TKM,Call Sign - Amateur,Reserved
M3TKN,M3,TKN,Call Sign - Amateur,Allocated
M3TKO,M3,TKO,Call Sign - Amateur,Allocated
M3TKP,M3,TKP,Call Sign - Amateur,Allocated
M3TKQ,M3,TKQ,Call Sign - Amateur,Allocated
M3TKR,M3,TKR,Call Sign - Amateur,Reserved
M3TKS,M3,TKS,Call Sign - Amateur,Reserved
M3TKT,M3,TKT,Call Sign - Amateur,Allocated
M3TKU,M3,TKU,Call Sign - Amateur,Allocated
M3TKV,M3,TKV,Call Sign - Amateur,Allocated
M3TKW,M3,TKW,Call Sign - Amateur,Allocated
M3TKX,M3,TKX,Call Sign - Amateur,Reserved
M3TKY,M3,TKY,Call Sign - Amateur,Allocated
M3TKZ,M3,TKZ,Call Sign - Amateur,Allocated
M3TLA,M3,TLA,Call Sign - Amateur,Allocated
M3TLB,M3,TLB,Call Sign - Amateur,Allocated
M3TLC,M3,TLC,Call Sign - Amateur,Reserved
M3TLD,M3,TLD,Call Sign - Amateur,Allocated
M3TLE,M3,TLE,Call Sign - Amateur,Allocated
M3TLF,M3,TLF,Call Sign - Amateur,Reserved
M3TLG,M3,TLG,Call Sign - Amateur,Allocated
M3TLH,M3,TLH,Call Sign - Amateur,Allocated
M3TLI,M3,TLI,Call Sign - Amateur,Reserved
M3TLJ,M3,TLJ,Call Sign - Amateur,Allocated
M3TLK,M3,TLK,Call Sign - Amateur,Allocated
M3TLL,M3,TLL,Call Sign - Amateur,Allocated
M3TLM,M3,TLM,Call Sign - Amateur,Allocated
M3TLN,M3,TLN,Call Sign - Amateur,Allocated
M3TLO,M3,TLO,Call Sign - Amateur,Allocated
M3TLP,M3,TLP,Call Sign - Amateur,Allocated
M3TLQ,M3,TLQ,Call Sign - Amateur,Allocated
M3TLR,M3,TLR,Call Sign - Amateur,Reserved
M3TLS,M3,TLS,Call Sign - Amateur,Reserved
M3TLT,M3,TLT,Call Sign - Amateur,Allocated
M3TLU,M3,TLU,Call Sign - Amateur,Allocated
M3TLV,M3,TLV,Call Sign - Amateur,Allocated
M3TLW,M3,TLW,Call Sign - Amateur,Allocated
M3TLX,M3,TLX,Call Sign - Amateur,Allocated
M3TLY,M3,TLY,Call Sign - Amateur,Allocated
M3TLZ,M3,TLZ,Call Sign - Amateur,Allocated
M3TMA,M3,TMA,Call Sign - Amateur,Reserved
M3TMB,M3,TMB,Call Sign - Amateur,Reserved
M3TMC,M3,TMC,Call Sign - Amateur,Reserved
M3TMD,M3,TMD,Call Sign - Amateur,Allocated
M3TME,M3,TME,Call Sign - Amateur,Allocated
M3TMF,M3,TMF,Call Sign - Amateur,Reserved
M3TMG,M3,TMG,Call Sign - Amateur,Allocated
M3TMH,M3,TMH,Call Sign - Amateur,Allocated
M3TMI,M3,TMI,Call Sign - Amateur,Allocated
M3TMJ,M3,TMJ,Call Sign - Amateur,Reserved
M3TMK,M3,TMK,Call Sign - Amateur,Reserved
M3TML,M3,TML,Call Sign - Amateur,Reserved
M3TMM,M3,TMM,Call Sign - Amateur,Allocated
M3TMN,M3,TMN,Call Sign - Amateur,Allocated
M3TMO,M3,TMO,Call Sign - Amateur,Reserved
M3TMP,M3,TMP,Call Sign - Amateur,Reserved
M3TMQ,M3,TMQ,Call Sign - Amateur,Allocated
M3TMR,M3,TMR,Call Sign - Amateur,Allocated
M3TMS,M3,TMS,Call Sign - Amateur,Allocated
M3TMT,M3,TMT,Call Sign - Amateur,Reserved
M3TMU,M3,TMU,Call Sign - Amateur,Reserved
M3TMV,M3,TMV,Call Sign - Amateur,Allocated
M3TMW,M3,TMW,Call Sign - Amateur,Reserved
M3TMX,M3,TMX,Call Sign - Amateur,Allocated
M3TMY,M3,TMY,Call Sign - Amateur,Allocated
M3TMZ,M3,TMZ,Call Sign - Amateur,Allocated
M3TNA,M3,TNA,Call Sign - Amateur,Reserved
M3TNB,M3,TNB,Call Sign - Amateur,Allocated
M3TNC,M3,TNC,Call Sign - Amateur,Reserved
M3TND,M3,TND,Call Sign - Amateur,Allocated
M3TNE,M3,TNE,Call Sign - Amateur,Allocated
M3TNF,M3,TNF,Call Sign - Amateur,Allocated
M3TNG,M3,TNG,Call Sign - Amateur,Allocated
M3TNH,M3,TNH,Call Sign - Amateur,Allocated
M3TNI,M3,TNI,Call Sign - Amateur,Allocated
M3TNJ,M3,TNJ,Call Sign - Amateur,Allocated
M3TNK,M3,TNK,Call Sign - Amateur,Allocated
M3TNL,M3,TNL,Call Sign - Amateur,Allocated
M3TNM,M3,TNM,Call Sign - Amateur,Allocated
M3TNN,M3,TNN,Call Sign - Amateur,Allocated
M3TNO,M3,TNO,Call Sign - Amateur,Allocated
M3TNP,M3,TNP,Call Sign - Amateur,Reserved
M3TNQ,M3,TNQ,Call Sign - Amateur,Reserved
M3TNR,M3,TNR,Call Sign - Amateur,Allocated
M3TNS,M3,TNS,Call Sign - Amateur,Reserved
M3TNT,M3,TNT,Call Sign - Amateur,Reserved
M3TNU,M3,TNU,Call Sign - Amateur,Allocated
M3TNV,M3,TNV,Call Sign - Amateur,Allocated
M3TNW,M3,TNW,Call Sign - Amateur,Allocated
M3TNX,M3,TNX,Call Sign - Amateur,Reserved
M3TNY,M3,TNY,Call Sign - Amateur,Allocated
M3TNZ,M3,TNZ,Call Sign - Amateur,Reserved
M3TOA,M3,TOA,Call Sign - Amateur,Reserved
M3TOB,M3,TOB,Call Sign - Amateur,Allocated
M3TOC,M3,TOC,Call Sign - Amateur,Reserved
M3TOD,M3,TOD,Call Sign - Amateur,Reserved
M3TOE,M3,TOE,Call Sign - Amateur,Allocated
M3TOF,M3,TOF,Call Sign - Amateur,Allocated
M3TOG,M3,TOG,Call Sign - Amateur,Reserved
M3TOH,M3,TOH,Call Sign - Amateur,Allocated
M3TOI,M3,TOI,Call Sign - Amateur,Allocated
M3TOJ,M3,TOJ,Call Sign - Amateur,Allocated
M3TOK,M3,TOK,Call Sign - Amateur,Reserved
M3TOL,M3,TOL,Call Sign - Amateur,Reserved
M3TOM,M3,TOM,Call Sign - Amateur,Reserved
M3TON,M3,TON,Call Sign - Amateur,Reserved
M3TOP,M3,TOP,Call Sign - Amateur,Reserved
M3TOQ,M3,TOQ,Call Sign - Amateur,Allocated
M3TOR,M3,TOR,Call Sign - Amateur,Allocated
M3TOT,M3,TOT,Call Sign - Amateur,Allocated
M3TOU,M3,TOU,Call Sign - Amateur,Allocated
M3TOV,M3,TOV,Call Sign - Amateur,Allocated
M3TOW,M3,TOW,Call Sign - Amateur,Reserved
M3TOX,M3,TOX,Call Sign - Amateur,Allocated
M3TOY,M3,TOY,Call Sign - Amateur,Allocated
M3TOZ,M3,TOZ,Call Sign - Amateur,Reserved
M3TPA,M3,TPA,Call Sign - Amateur,Reserved
M3TPB,M3,TPB,Call Sign - Amateur,Reserved
M3TPC,M3,TPC,Call Sign - Amateur,Allocated
M3TPD,M3,TPD,Call Sign - Amateur,Allocated
M3TPE,M3,TPE,Call Sign - Amateur,Reserved
M3TPF,M3,TPF,Call Sign - Amateur,Allocated
M3TPG,M3,TPG,Call Sign - Amateur,Allocated
M3TPH,M3,TPH,Call Sign - Amateur,Allocated
M3TPI,M3,TPI,Call Sign - Amateur,Allocated
M3TPJ,M3,TPJ,Call Sign - Amateur,Allocated
M3TPK,M3,TPK,Call Sign - Amateur,Reserved
M3TPL,M3,TPL,Call Sign - Amateur,Allocated
M3TPM,M3,TPM,Call Sign - Amateur,Reserved
M3TPN,M3,TPN,Call Sign - Amateur,Allocated
M3TPO,M3,TPO,Call Sign - Amateur,Reserved
M3TPP,M3,TPP,Call Sign - Amateur,Allocated
M3TPQ,M3,TPQ,Call Sign - Amateur,Reserved
M3TPR,M3,TPR,Call Sign - Amateur,Allocated
M3TPS,M3,TPS,Call Sign - Amateur,Reserved
M3TPT,M3,TPT,Call Sign - Amateur,Reserved
M3TPU,M3,TPU,Call Sign - Amateur,Allocated
M3TPV,M3,TPV,Call Sign - Amateur,Reserved
M3TPW,M3,TPW,Call Sign - Amateur,Allocated
M3TPX,M3,TPX,Call Sign - Amateur,Allocated
M3TPY,M3,TPY,Call Sign - Amateur,Allocated
M3TPZ,M3,TPZ,Call Sign - Amateur,Allocated
M3TQA,M3,TQA,Call Sign - Amateur,Allocated
M3TQB,M3,TQB,Call Sign - Amateur,Allocated
M3TQC,M3,TQC,Call Sign - Amateur,Allocated
M3TQD,M3,TQD,Call Sign - Amateur,Allocated
M3TQE,M3,TQE,Call Sign - Amateur,Allocated
M3TQF,M3,TQF,Call Sign - Amateur,Allocated
M3TQG,M3,TQG,Call Sign - Amateur,Allocated
M3TQH,M3,TQH,Call Sign - Amateur,Allocated
M3TQI,M3,TQI,Call Sign - Amateur,Allocated
M3TQJ,M3,TQJ,Call Sign - Amateur,Allocated
M3TQK,M3,TQK,Call Sign - Amateur,Reserved
M3TQL,M3,TQL,Call Sign - Amateur,Allocated
M3TQM,M3,TQM,Call Sign - Amateur,Reserved
M3TQN,M3,TQN,Call Sign - Amateur,Allocated
M3TQO,M3,TQO,Call Sign - Amateur,Reserved
M3TQP,M3,TQP,Call Sign - Amateur,Allocated
M3TQQ,M3,TQQ,Call Sign - Amateur,Allocated
M3TQR,M3,TQR,Call Sign - Amateur,Allocated
M3TQS,M3,TQS,Call Sign - Amateur,Reserved
M3TQT,M3,TQT,Call Sign - Amateur,Allocated
M3TQU,M3,TQU,Call Sign - Amateur,Allocated
M3TQV,M3,TQV,Call Sign - Amateur,Reserved
M3TQW,M3,TQW,Call Sign - Amateur,Allocated
M3TQX,M3,TQX,Call Sign - Amateur,Allocated
M3TQY,M3,TQY,Call Sign - Amateur,Allocated
M3TQZ,M3,TQZ,Call Sign - Amateur,Allocated
M3TRA,M3,TRA,Call Sign - Amateur,Reserved
M3TRB,M3,TRB,Call Sign - Amateur,Reserved
M3TRC,M3,TRC,Call Sign - Amateur,Allocated
M3TRD,M3,TRD,Call Sign - Amateur,Allocated
M3TRE,M3,TRE,Call Sign - Amateur,Reserved
M3TRF,M3,TRF,Call Sign - Amateur,Reserved
M3TRG,M3,TRG,Call Sign - Amateur,Reserved
M3TRH,M3,TRH,Call Sign - Amateur,Reserved
M3TRI,M3,TRI,Call Sign - Amateur,Reserved
M3TRJ,M3,TRJ,Call Sign - Amateur,Allocated
M3TRK,M3,TRK,Call Sign - Amateur,Reserved
M3TRL,M3,TRL,Call Sign - Amateur,Reserved
M3TRM,M3,TRM,Call Sign - Amateur,Reserved
M3TRN,M3,TRN,Call Sign - Amateur,Allocated
M3TRO,M3,TRO,Call Sign - Amateur,Allocated
M3TRP,M3,TRP,Call Sign - Amateur,Allocated
M3TRQ,M3,TRQ,Call Sign - Amateur,Allocated
M3TRR,M3,TRR,Call Sign - Amateur,Allocated
M3TRS,M3,TRS,Call Sign - Amateur,Allocated
M3TRT,M3,TRT,Call Sign - Amateur,Reserved
M3TRU,M3,TRU,Call Sign - Amateur,Allocated
M3TRV,M3,TRV,Call Sign - Amateur,Reserved
M3TRW,M3,TRW,Call Sign - Amateur,Reserved
M3TRX,M3,TRX,Call Sign - Amateur,Reserved
M3TRY,M3,TRY,Call Sign - Amateur,Allocated
M3TRZ,M3,TRZ,Call Sign - Amateur,Allocated
M3TSA,M3,TSA,Call Sign - Amateur,Allocated
M3TSB,M3,TSB,Call Sign - Amateur,Reserved
M3TSC,M3,TSC,Call Sign - Amateur,Allocated
M3TSD,M3,TSD,Call Sign - Amateur,Reserved
M3TSE,M3,TSE,Call Sign - Amateur,Allocated
M3TSF,M3,TSF,Call Sign - Amateur,Allocated
M3TSG,M3,TSG,Call Sign - Amateur,Allocated
M3TSH,M3,TSH,Call Sign - Amateur,Reserved
M3TSI,M3,TSI,Call Sign - Amateur,Allocated
M3TSJ,M3,TSJ,Call Sign - Amateur,Allocated
M3TSK,M3,TSK,Call Sign - Amateur,Allocated
M3TSL,M3,TSL,Call Sign - Amateur,Allocated
M3TSM,M3,TSM,Call Sign - Amateur,Allocated
M3TSN,M3,TSN,Call Sign - Amateur,Allocated
M3TSO,M3,TSO,Call Sign - Amateur,Allocated
M3TSP,M3,TSP,Call Sign - Amateur,Reserved
M3TSQ,M3,TSQ,Call Sign - Amateur,Reserved
M3TSR,M3,TSR,Call Sign - Amateur,Reserved
M3TSS,M3,TSS,Call Sign - Amateur,Allocated
M3TST,M3,TST,Call Sign - Amateur,Reserved
M3TSU,M3,TSU,Call Sign - Amateur,Allocated
M3TSV,M3,TSV,Call Sign - Amateur,Allocated
M3TSW,M3,TSW,Call Sign - Amateur,Reserved
M3TSX,M3,TSX,Call Sign - Amateur,Reserved
M3TSY,M3,TSY,Call Sign - Amateur,Reserved
M3TSZ,M3,TSZ,Call Sign - Amateur,Reserved
M3TTA,M3,TTA,Call Sign - Amateur,Allocated
M3TTB,M3,TTB,Call Sign - Amateur,Reserved
M3TTC,M3,TTC,Call Sign - Amateur,Reserved
M3TTD,M3,TTD,Call Sign - Amateur,Reserved
M3TTE,M3,TTE,Call Sign - Amateur,Reserved
M3TTF,M3,TTF,Call Sign - Amateur,Reserved
M3TTG,M3,TTG,Call Sign - Amateur,Allocated
M3TTH,M3,TTH,Call Sign - Amateur,Allocated
M3TTI,M3,TTI,Call Sign - Amateur,Reserved
M3TTJ,M3,TTJ,Call Sign - Amateur,Allocated
M3TTK,M3,TTK,Call Sign - Amateur,Allocated
M3TTL,M3,TTL,Call Sign - Amateur,Reserved
M3TTM,M3,TTM,Call Sign - Amateur,Reserved
M3TTN,M3,TTN,Call Sign - Amateur,Reserved
M3TTO,M3,TTO,Call Sign - Amateur,Reserved
M3TTP,M3,TTP,Call Sign - Amateur,Reserved
M3TTQ,M3,TTQ,Call Sign - Amateur,Allocated
M3TTR,M3,TTR,Call Sign - Amateur,Reserved
M3TTS,M3,TTS,Call Sign - Amateur,Allocated
M3TTU,M3,TTU,Call Sign - Amateur,Reserved
M3TTV,M3,TTV,Call Sign - Amateur,Allocated
M3TTW,M3,TTW,Call Sign - Amateur,Allocated
M3TTX,M3,TTX,Call Sign - Amateur,Reserved
M3TTY,M3,TTY,Call Sign - Amateur,Reserved
M3TTZ,M3,TTZ,Call Sign - Amateur,Reserved
M3TUA,M3,TUA,Call Sign - Amateur,Reserved
M3TUB,M3,TUB,Call Sign - Amateur,Allocated
M3TUC,M3,TUC,Call Sign - Amateur,Allocated
M3TUD,M3,TUD,Call Sign - Amateur,Allocated
M3TUE,M3,TUE,Call Sign - Amateur,Allocated
M3TUF,M3,TUF,Call Sign - Amateur,Allocated
M3TUG,M3,TUG,Call Sign - Amateur,Reserved
M3TUH,M3,TUH,Call Sign - Amateur,Allocated
M3TUI,M3,TUI,Call Sign - Amateur,Reserved
M3TUJ,M3,TUJ,Call Sign - Amateur,Allocated
M3TUK,M3,TUK,Call Sign - Amateur,Allocated
M3TUL,M3,TUL,Call Sign - Amateur,Allocated
M3TUM,M3,TUM,Call Sign - Amateur,Reserved
M3TUN,M3,TUN,Call Sign - Amateur,Reserved
M3TUO,M3,TUO,Call Sign - Amateur,Allocated
M3TUP,M3,TUP,Call Sign - Amateur,Reserved
M3TUQ,M3,TUQ,Call Sign - Amateur,Allocated
M3TUR,M3,TUR,Call Sign - Amateur,Allocated
M3TUS,M3,TUS,Call Sign - Amateur,Allocated
M3TUT,M3,TUT,Call Sign - Amateur,Allocated
M3TUU,M3,TUU,Call Sign - Amateur,Allocated
M3TUV,M3,TUV,Call Sign - Amateur,Allocated
M3TUW,M3,TUW,Call Sign - Amateur,Allocated
M3TUX,M3,TUX,Call Sign - Amateur,Reserved
M3TUY,M3,TUY,Call Sign - Amateur,Reserved
M3TUZ,M3,TUZ,Call Sign - Amateur,Allocated
M3TVA,M3,TVA,Call Sign - Amateur,Reserved
M3TVB,M3,TVB,Call Sign - Amateur,Reserved
M3TVC,M3,TVC,Call Sign - Amateur,Allocated
M3TVD,M3,TVD,Call Sign - Amateur,Allocated
M3TVE,M3,TVE,Call Sign - Amateur,Allocated
M3TVF,M3,TVF,Call Sign - Amateur,Reserved
M3TVG,M3,TVG,Call Sign - Amateur,Reserved
M3TVH,M3,TVH,Call Sign - Amateur,Reserved
M3TVI,M3,TVI,Call Sign - Amateur,Reserved
M3TVJ,M3,TVJ,Call Sign - Amateur,Allocated
M3TVK,M3,TVK,Call Sign - Amateur,Allocated
M3TVL,M3,TVL,Call Sign - Amateur,Reserved
M3TVM,M3,TVM,Call Sign - Amateur,Reserved
M3TVN,M3,TVN,Call Sign - Amateur,Allocated
M3TVO,M3,TVO,Call Sign - Amateur,Reserved
M3TVP,M3,TVP,Call Sign - Amateur,Reserved
M3TVQ,M3,TVQ,Call Sign - Amateur,Allocated
M3TVR,M3,TVR,Call Sign - Amateur,Reserved
M3TVS,M3,TVS,Call Sign - Amateur,Allocated
M3TVT,M3,TVT,Call Sign - Amateur,Reserved
M3TVU,M3,TVU,Call Sign - Amateur,Reserved
M3TVV,M3,TVV,Call Sign - Amateur,Allocated
M3TVW,M3,TVW,Call Sign - Amateur,Reserved
M3TVX,M3,TVX,Call Sign - Amateur,Allocated
M3TVY,M3,TVY,Call Sign - Amateur,Reserved
M3TVZ,M3,TVZ,Call Sign - Amateur,Allocated
M3TWA,M3,TWA,Call Sign - Amateur,Allocated
M3TWB,M3,TWB,Call Sign - Amateur,Allocated
M3TWC,M3,TWC,Call Sign - Amateur,Reserved
M3TWD,M3,TWD,Call Sign - Amateur,Reserved
M3TWE,M3,TWE,Call Sign - Amateur,Reserved
M3TWF,M3,TWF,Call Sign - Amateur,Reserved
M3TWG,M3,TWG,Call Sign - Amateur,Allocated
M3TWH,M3,TWH,Call Sign - Amateur,Reserved
M3TWI,M3,TWI,Call Sign - Amateur,Reserved
M3TWJ,M3,TWJ,Call Sign - Amateur,Allocated
